"mirname"	"p.value"
"kshv-miR-K12-6-5p"	0.899821185286104
"hsa-miR-15a"	0.903950953678474
"hsa-miR-556-5p"	0.905866825613079
"hsa-miR-1286"	0.906803474114441
"hsa-miR-1298"	0.908421321525886
"hsa-miR-1976"	0.909698569482289
"hsa-miR-422a"	0.910890667574932
"hsa-miR-190b"	0.912423365122616
"hsa-miR-31"	0.912593664850136
"hsa-miR-639"	0.915318460490463
"hsa-miR-647"	0.916425408719346
"ebv-miR-BART14"	0.917660081743869
"mcv-miR-M1-3p"	0.919320504087193
"hsa-miR-1260"	0.92170470027248
"hcmv-miR-UL36"	0.926047343324251
"hsa-miR-1322"	0.926898841961853
"hsa-miR-890"	0.927069141689373
"hsa-miR-558"	0.928516689373297
"hcmv-miR-US25-1"	0.92970878746594
"ebv-miR-BART17-5p"	0.935073228882834
"hsa-miR-409-5p"	0.935924727520436
"hsa-miR-543"	0.937287125340599
"hsa-miR-1538"	0.937968324250681
"hsa-miR-378"	0.938564373297003
"hsa-miR-644"	0.940011920980926
"hsa-miR-29a"	0.940607970027248
"hsa-miR-544"	0.947292234332425
"hsa-miR-762"	0.950825953678474
"hsa-miR-659"	0.950996253405995
"hsa-miR-760"	0.951932901907357
"hsa-miR-205"	0.95295470027248
"hsa-miR-335"	0.955594346049046
"hsa-miR-2276"	0.956105245231608
"hsa-miR-1261"	0.95704189373297
"hsa-miR-576-3p"	0.957552792915531
"hsa-miR-1226"	0.960107288828338
"hsa-miR-431"	0.960618188010899
"hsa-miR-135b"	0.961214237057221
"hsa-miR-581"	0.961299386920981
"hsa-miR-204"	0.962832084468665
"kshv-miR-K12-10a+kshv-miR-K12-10b"	0.963172683923706
"hsa-miR-346"	0.965131130790191
"hsa-miR-10a"	0.966152929155313
"hsa-miR-648"	0.966578678474114
"hsa-miR-646"	0.966919277929155
"kshv-miR-K12-9"	0.97654121253406
"hsa-miR-520a-3p"	0.976881811989101
"hsa-miR-129-5p"	0.976966961852861
"hsa-miR-132"	0.977222411444142
"hsa-miR-525-5p"	0.980117506811989
"hsa-miR-718"	0.983693801089918
"hsa-miR-224"	0.985652247956403
"hsa-let-7b"	0.985737397820163
"hsa-miR-509-3-5p"	0.987525544959128
"ebv-miR-BART4"	0.989398841961853
"hsa-miR-345"	0.990420640326976
"hsa-miR-518b"	0.990505790190736
"hsa-let-7g"	0.991783038147139
"hsa-miR-1470"	0.9922939373297
"hsa-miR-29c"	0.997488079019074
"hsa-miR-571"	0.998169277929155
"hiv1-miR-N367"	0.998680177111717
"hsa-miR-192"	0.999233651226158
"hsa-miR-7"	1.00114952316076
