"mirname" "pvalue"
"hsa-miR-365" 0.871684775762375
"hsa-miR-3690" 0.877752401539022
"hsa-miR-425" 0.861299892397375
"hsa-miR-516b" 0.880625178179668
"hsa-miR-542-3p" 0.868515546475042
"hsa-miR-548y" 0.865614982793128
"hsa-miR-7-1*" 0.865132801499049
"hsa-miR-339-5p" 0.885674484907323
"hsa-miR-1322" 0.887807291574145
"hsa-miR-487a" 0.891756236902068
"hsa-let-7a-2*" 0.896323265946838
"hsa-miR-1277" 0.896597667884575
"hsa-let-7b*" 0.910328614935631
"hsa-let-7i" 0.90896024810588
"hsa-miR-196a" 0.904930893545255
"hsa-miR-215" 0.911147953213463
"hsa-miR-218-2*" 0.909605633605068
"hsa-miR-26a-1*" 0.899655314903357
"hsa-miR-3074" 0.907310761567898
"hsa-miR-30c-2*" 0.904741947443928
"hsa-miR-3934" 0.903638042518542
"hsa-miR-93" 0.908243343536711
"hsa-miR-30d" 0.914839873154801
"hsa-miR-656" 0.915433138368021
"hsa-miR-3117" 0.917122683317427
"hsa-miR-432" 0.918720321117695
"hsa-miR-520c-3p" 0.922224804210125
"hsa-miR-34c-5p" 0.923734692869213
"hsa-miR-188-3p" 0.928614972305981
"hsa-miR-204" 0.929234930671337
"hsa-miR-1278" 0.931189951444361
"hsa-miR-148a*" 0.93562200689912
"hsa-miR-3129" 0.939862526976141
"hsa-miR-378b" 0.944443117261724
"hsa-miR-450a" 0.944916456895415
"hsa-miR-628-3p" 0.94248177455794
"hsa-miR-487b" 0.946950669090017
"hsa-miR-598" 0.949092379407846
"hsa-miR-665" 0.949059615702471
"hsa-miR-512-3p" 0.95061980175742
"hsa-miR-135b*" 0.956851849934246
"hsa-miR-20a" 0.958070073534982
"hsa-miR-323-3p" 0.956830442204054
"hsa-miR-409-3p" 0.960239067303427
"hsa-miR-191" 0.963791115961491
"hsa-miR-489" 0.965105730382879
"hsa-miR-590-5p" 0.966679297221341
"hsa-miR-19b-1*" 0.968553651323246
"hsa-miR-146b-3p" 0.974674409376608
"hsa-let-7d" 0.99016011403042
"hsa-miR-1224-5p" 0.987660078112677
"hsa-miR-1274b" 0.995220041021634
"hsa-miR-146a" 0.997786135636779
"hsa-miR-19a*" 0.983233668507553
"hsa-miR-30e" 0.985199683617227
"hsa-miR-31" 0.997507813534931
"hsa-miR-3136" 0.991244196497788
"hsa-miR-3144-3p" 0.980930568189216
"hsa-miR-34c-3p" 0.993817673006045
"hsa-miR-370" 0.989506760094243
"hsa-miR-431*" 0.987082807791727
"hsa-miR-493*" 0.993033221533013
"hsa-miR-500a" 0.986142976848594
"hsa-miR-515-5p" 0.99705808703385
"hsa-miR-615-3p" 0.989237514715836
"hsa-miR-933" 0.991699263117163
"hsa-let-7c*" 0.629709622466749
"hsa-miR-103" NA
"hsa-miR-103-as" NA
"hsa-miR-106a*" 0.894098249466829
"hsa-miR-1178" 0.430810847539861
"hsa-miR-1179" 0.978659386170508
"hsa-miR-1182" NA
"hsa-miR-1183" NA
"hsa-miR-1184" 0.280093663671258
"hsa-miR-1193" 0.281806432722691
"hsa-miR-1200" 0.419109692923253
"hsa-miR-1202" 0.680041432578993
"hsa-miR-1203" 0.727401177838578
"hsa-miR-1204" NA
"hsa-miR-1205" NA
"hsa-miR-1206" NA
"hsa-miR-1207-3p" NA
"hsa-miR-1207-5p" 0.462696378501429
"hsa-miR-1208" 0.748381749151257
"hsa-miR-122" 0.531696478134253
"hsa-miR-122*" 0.826055292834844
"hsa-miR-1224-3p" 0.98763648725675
"hsa-miR-1225-3p" 0.419109692923253
"hsa-miR-1225-5p" 0.0576943686097399
"hsa-miR-1228" 0.525049568013956
"hsa-miR-1228*" 0.451528003853895
"hsa-miR-1231" 0.633530594526468
"hsa-miR-1233" 0.0609747439500878
"hsa-miR-1236" 0.0238796870690256
"hsa-miR-1238" 0.496910410749599
"hsa-miR-1245" 0.161170665778555
"hsa-miR-1250" 0.280093663671258
"hsa-miR-1253" 0.571181712847022
"hsa-miR-1257" 0.353421236662208
"hsa-miR-1258" 0.255883128456649
"hsa-miR-1263" NA
"hsa-miR-1264" NA
"hsa-miR-1265" NA
"hsa-miR-1270" 0.192125595281237
"hsa-miR-1273c" 0.377174541515131
"hsa-miR-1273e" 0.946971890628226
"hsa-miR-1279" NA
"hsa-miR-1281" NA
"hsa-miR-1282" NA
"hsa-miR-1288" 0.483567321681844
"hsa-miR-1289" 0.0488439083278673
"hsa-miR-129-3p" 0.951062979860331
"hsa-miR-129*" 0.638156123956445
"hsa-miR-1295" 0.708683784516587
"hsa-miR-1297" NA
"hsa-miR-1298" 0.334541577303383
"hsa-miR-1302" 0.550502562822082
"hsa-miR-130a*" 0.673861598462598
"hsa-miR-1321" NA
"hsa-miR-1324" NA
"hsa-miR-135a*" 0.939087724165014
"hsa-miR-138-2*" 0.561500107058573
"hsa-miR-139-3p" 0.0132607568939163
"hsa-miR-147" NA
"hsa-miR-1470" 0.727057772209502
"hsa-miR-1471" NA
"hsa-miR-149*" 0.345541690758767
"hsa-miR-150*" 0.329805540512879
"hsa-miR-1537" 0.180794514933382
"hsa-miR-1539" 0.260232887140211
"hsa-miR-154*" 0.904451339985192
"hsa-miR-155*" 0.89660433342323
"hsa-miR-1825" 0.298991665477339
"hsa-miR-1827" 0.6209527352936
"hsa-miR-187*" 0.0467532772136085
"hsa-miR-18b*" 0.65380800195723
"hsa-miR-1909" 0.359259802131633
"hsa-miR-1909*" 0.674093702025473
"hsa-miR-1911" 0.844963061803839
"hsa-miR-1911*" 0.574274630135958
"hsa-miR-1912" NA
"hsa-miR-1913" 0.622915122263205
"hsa-miR-1914*" 0.448029255949264
"hsa-miR-1915" 0.70101341160189
"hsa-miR-1915*" 0.654119411060301
"hsa-miR-198" 0.727057772209502
"hsa-miR-199a-3p" NA
"hsa-miR-199b-3p" NA
"hsa-miR-19b-2*" NA
"hsa-miR-202" 0.484397358274539
"hsa-miR-202*" 0.60155743124236
"hsa-miR-2052" NA
"hsa-miR-2053" NA
"hsa-miR-2054" NA
"hsa-miR-208a" 0.441383305943112
"hsa-miR-20b*" 0.872891294504187
"hsa-miR-2113" 0.967592146064405
"hsa-miR-2115" 0.699795748152349
"hsa-miR-2117" 0.132358309465985
"hsa-miR-23a*" 0.87989638611716
"hsa-miR-2861" NA
"hsa-miR-2909" 0.419109692923253
"hsa-miR-297" NA
"hsa-miR-298" 0.561500107058573
"hsa-miR-300" 0.561500107058573
"hsa-miR-302a" 0.476567327606984
"hsa-miR-302b" 0.193037021591569
"hsa-miR-302b*" 0.561500107058573
"hsa-miR-302c" 0.679135203661573
"hsa-miR-302c*" 0.679135203661573
"hsa-miR-302d" 0.112180599047563
"hsa-miR-302d*" NA
"hsa-miR-302e" NA
"hsa-miR-302f" NA
"hsa-miR-3115" 0.832017338214071
"hsa-miR-3119" 0.680041432578993
"hsa-miR-3120" NA
"hsa-miR-3122" 0.558921140486246
"hsa-miR-3123" 0.150538058781428
"hsa-miR-3124" 0.230293627743837
"hsa-miR-3125" 0.365151775540306
"hsa-miR-3126-3p" 0.593148046325615
"hsa-miR-3131" 0.910691106001912
"hsa-miR-3132" 0.809850509246093
"hsa-miR-3135" 0.670590677954708
"hsa-miR-3137" 0.145742507822451
"hsa-miR-3140" 0.319621964631931
"hsa-miR-3144-5p" 0.554004284599666
"hsa-miR-3146" 0.970801259809505
"hsa-miR-3147" 0.863865268540902
"hsa-miR-3148" 0.441383305943112
"hsa-miR-3149" 0.393597298804242
"hsa-miR-3151" 0.462696378501429
"hsa-miR-3153" 0.369125053580369
"hsa-miR-3154" 0.727057772209502
"hsa-miR-3156" 0.633530594526468
"hsa-miR-3157" 0.492804696388266
"hsa-miR-3162" 0.934261999572639
"hsa-miR-3164" 0.448029255949264
"hsa-miR-3165" 0.313562601577794
"hsa-miR-3168" 0.721450449170757
"hsa-miR-3169" NA
"hsa-miR-3170" 0.731069145701608
"hsa-miR-3171" 0.754998543623093
"hsa-miR-3179" 0.42817731870372
"hsa-miR-3180" NA
"hsa-miR-3180-5p" 0.155603749022389
"hsa-miR-3181" 0.689484196011516
"hsa-miR-3185" 0.748381749151257
"hsa-miR-3186-3p" 0.184925672680335
"hsa-miR-3186-5p" 0.432325448362858
"hsa-miR-3188" 0.575837240507803
"hsa-miR-3189" 0.509119499828266
"hsa-miR-3190" 0.255715818147434
"hsa-miR-3191" 0.791126351888732
"hsa-miR-3192" 0.919297862964205
"hsa-miR-3197" 0.223618480456899
"hsa-miR-3198" NA
"hsa-miR-3199" 0.316333514757993
"hsa-miR-3201" 0.984152630711343
"hsa-miR-3202" 0.397645168390611
"hsa-miR-320e" 0.516019478197672
"hsa-miR-323-5p" 0.665340328261783
"hsa-miR-323b-5p" 0.673861598462598
"hsa-miR-325" 0.419109692923253
"hsa-miR-337-5p" 0.973361480003982
"hsa-miR-338-3p" NA
"hsa-miR-346" 0.943131161367259
"hsa-miR-3606" NA
"hsa-miR-3612" NA
"hsa-miR-3616-3p" NA
"hsa-miR-3616-5p" NA
"hsa-miR-3618" 0.727057772209502
"hsa-miR-3622a-3p" 0.916934639553503
"hsa-miR-3622a-5p" 0.825926463944894
"hsa-miR-3622b-3p" NA
"hsa-miR-3622b-5p" NA
"hsa-miR-363*" 0.178380164883722
"hsa-miR-3646" 0.419109692923253
"hsa-miR-3649" NA
"hsa-miR-3650" NA
"hsa-miR-3652" 0.448002819590143
"hsa-miR-3655" 0.628062229939156
"hsa-miR-3657" 0.720336221457626
"hsa-miR-3658" NA
"hsa-miR-3659" 0.51854456315095
"hsa-miR-3663-5p" 0.301695683146888
"hsa-miR-3664" 0.355644020108737
"hsa-miR-3665" 0.260232887140211
"hsa-miR-3666" NA
"hsa-miR-3667-3p" 0.679135203661573
"hsa-miR-3667-5p" NA
"hsa-miR-3668" NA
"hsa-miR-3669" NA
"hsa-miR-367" 0.573460612054365
"hsa-miR-367*" NA
"hsa-miR-3670" 0.561500107058573
"hsa-miR-3671" NA
"hsa-miR-3672" 0.968859555547791
"hsa-miR-3673" NA
"hsa-miR-3674" 0.516886181023644
"hsa-miR-3675-3p" 0.461731838648182
"hsa-miR-3678-3p" 0.415852262393917
"hsa-miR-3678-5p" 0.680041432578993
"hsa-miR-3679-3p" 0.287720877459876
"hsa-miR-3679-5p" 0.465339395262453
"hsa-miR-3680" 0.251448811920432
"hsa-miR-3680*" 0.36159208764667
"hsa-miR-3681*" NA
"hsa-miR-3682" 0.938642051621839
"hsa-miR-3683" NA
"hsa-miR-3686" NA
"hsa-miR-3689a-3p" 0.923881441540647
"hsa-miR-3689a-5p" NA
"hsa-miR-3689b" NA
"hsa-miR-3689b*" 0.86311465473671
"hsa-miR-3692" 0.573460612054365
"hsa-miR-3692*" 0.280093663671258
"hsa-miR-3713" NA
"hsa-miR-3714" NA
"hsa-miR-373*" 0.360968487281253
"hsa-miR-383" 0.62765188921299
"hsa-miR-384" 0.301319868642612
"hsa-miR-3907" 0.561372993252157
"hsa-miR-3908" 0.564937396484575
"hsa-miR-3910" NA
"hsa-miR-3914" NA
"hsa-miR-3915" 0.429910971824091
"hsa-miR-3917" 0.538556712537754
"hsa-miR-3919" 0.0385664940041725
"hsa-miR-3920" 0.494016976088303
"hsa-miR-3921" 0.376303033760509
"hsa-miR-3922" 0.892975644825633
"hsa-miR-3923" 0.671136313627215
"hsa-miR-3924" 0.0148112685275342
"hsa-miR-3926" 0.218709841446182
"hsa-miR-3927" 0.628062229939156
"hsa-miR-3935" 0.153170510604149
"hsa-miR-3937" 0.358455960075252
"hsa-miR-3938" 0.162065533241294
"hsa-miR-3941" 0.927196024877763
"hsa-miR-3943" 0.616873932248829
"hsa-miR-3945" NA
"hsa-miR-412" NA
"hsa-miR-4251" 0.727057772209502
"hsa-miR-4252" 0.727057772209502
"hsa-miR-4253" 0.628062229939156
"hsa-miR-4254" 0.791286244544745
"hsa-miR-4255" NA
"hsa-miR-4256" NA
"hsa-miR-4257" 0.441383305943112
"hsa-miR-4258" NA
"hsa-miR-4259" 0.811942123056422
"hsa-miR-4260" NA
"hsa-miR-4261" NA
"hsa-miR-4262" NA
"hsa-miR-4263" NA
"hsa-miR-4264" 0.727057772209502
"hsa-miR-4265" 0.769564990187855
"hsa-miR-4266" NA
"hsa-miR-4267" NA
"hsa-miR-4268" 0.0468215525772834
"hsa-miR-4269" 0.981021252738564
"hsa-miR-4270" 0.260232887140211
"hsa-miR-4271" NA
"hsa-miR-4272" NA
"hsa-miR-4273" NA
"hsa-miR-4274" 0.727057772209502
"hsa-miR-4275" NA
"hsa-miR-4276" NA
"hsa-miR-4277" NA
"hsa-miR-4278" NA
"hsa-miR-4279" NA
"hsa-miR-4280" NA
"hsa-miR-4282" NA
"hsa-miR-4283" NA
"hsa-miR-4285" 0.560931886620795
"hsa-miR-4287" NA
"hsa-miR-4288" NA
"hsa-miR-4289" 0.490924226181055
"hsa-miR-4290" NA
"hsa-miR-4291" NA
"hsa-miR-4292" 0.755116287505171
"hsa-miR-4293" NA
"hsa-miR-4294" NA
"hsa-miR-4295" NA
"hsa-miR-4296" NA
"hsa-miR-4297" NA
"hsa-miR-4299" 0.419109692923253
"hsa-miR-4300" NA
"hsa-miR-4301" 0.938642051621839
"hsa-miR-4302" 0.561500107058573
"hsa-miR-4303" 0.436208514035771
"hsa-miR-4304" NA
"hsa-miR-4305" NA
"hsa-miR-4306" NA
"hsa-miR-4307" NA
"hsa-miR-4308" NA
"hsa-miR-4309" NA
"hsa-miR-4310" NA
"hsa-miR-4311" NA
"hsa-miR-4312" NA
"hsa-miR-4313" NA
"hsa-miR-4314" NA
"hsa-miR-4315" 0.451111871775273
"hsa-miR-4316" NA
"hsa-miR-4317" NA
"hsa-miR-4318" NA
"hsa-miR-4319" NA
"hsa-miR-432*" 0.605036288191063
"hsa-miR-4320" NA
"hsa-miR-4321" 0.727401177838578
"hsa-miR-4322" NA
"hsa-miR-4323" NA
"hsa-miR-4324" NA
"hsa-miR-4325" NA
"hsa-miR-4327" 0.727057772209502
"hsa-miR-4328" 0.419109692923253
"hsa-miR-4329" NA
"hsa-miR-4330" 0.0328325307847196
"hsa-miR-448" 0.782191550080603
"hsa-miR-449b*" 0.561500107058573
"hsa-miR-449c*" 0.740707748245387
"hsa-miR-450b-3p" 0.851206983789574
"hsa-miR-452*" 0.522310129093565
"hsa-miR-466" 0.376303033760509
"hsa-miR-483-3p" 0.630603330418126
"hsa-miR-483-5p" 0.599618421170687
"hsa-miR-488" 0.398136379513588
"hsa-miR-488*" 0.429910971824091
"hsa-miR-490-5p" 0.34464685444904
"hsa-miR-492" 0.12673623485849
"hsa-miR-498" 0.206815512606709
"hsa-miR-500b" NA
"hsa-miR-506" 0.936686927875575
"hsa-miR-507" 0.918466867846485
"hsa-miR-508-5p" 0.803719924749615
"hsa-miR-509-3-5p" 0.969817635896066
"hsa-miR-509-5p" 0.447346036941943
"hsa-miR-510" NA
"hsa-miR-511" 0.252694011402299
"hsa-miR-512-5p" 0.932890639717904
"hsa-miR-513a-3p" NA
"hsa-miR-513a-5p" NA
"hsa-miR-513b" 0.680041432578993
"hsa-miR-513c" 0.53158789189933
"hsa-miR-514" 0.772054849165837
"hsa-miR-514b-3p" 0.748381749151257
"hsa-miR-514b-5p" NA
"hsa-miR-515-3p" NA
"hsa-miR-516a-3p" NA
"hsa-miR-516b*" NA
"hsa-miR-517*" 0.988441915639694
"hsa-miR-517a" 0.903080334960647
"hsa-miR-517b" NA
"hsa-miR-517c" 0.504411903442591
"hsa-miR-518a-3p" 0.807818064402625
"hsa-miR-518a-5p" NA
"hsa-miR-518b" 0.660492280382819
"hsa-miR-518c*" 0.419109692923253
"hsa-miR-518d-3p" 0.910739732473392
"hsa-miR-518d-5p" NA
"hsa-miR-518e" 0.974981568205138
"hsa-miR-518e*" NA
"hsa-miR-518f" 0.778676596999116
"hsa-miR-518f*" 0.798952281888141
"hsa-miR-519a*" NA
"hsa-miR-519b-3p" 0.419109692923253
"hsa-miR-519b-5p" NA
"hsa-miR-519c-5p" NA
"hsa-miR-519d" NA
"hsa-miR-519e" 0.561500107058573
"hsa-miR-519e*" NA
"hsa-miR-520a-5p" 0.832081092013961
"hsa-miR-520b" NA
"hsa-miR-520c-5p" NA
"hsa-miR-520d-3p" 0.782253799164712
"hsa-miR-520d-5p" 0.507322682227456
"hsa-miR-520e" NA
"hsa-miR-520f" 0.419109692923253
"hsa-miR-520g" 0.532412279506292
"hsa-miR-520h" NA
"hsa-miR-521" 0.865185562755888
"hsa-miR-522*" NA
"hsa-miR-523" 0.680041432578993
"hsa-miR-523*" NA
"hsa-miR-524-3p" 0.462626533743755
"hsa-miR-524-5p" 0.500814022953857
"hsa-miR-525-3p" 0.727057772209502
"hsa-miR-525-5p" 0.883573879318579
"hsa-miR-526a" NA
"hsa-miR-526b" 0.753438626809868
"hsa-miR-526b*" 0.679135203661573
"hsa-miR-527" NA
"hsa-miR-541" 0.758061036970399
"hsa-miR-544" 0.516951373465181
"hsa-miR-544b" 0.857531480518286
"hsa-miR-548c-3p" 0.934615782621542
"hsa-miR-548m" NA
"hsa-miR-548v" 0.181108739394678
"hsa-miR-550b" 0.727666064003288
"hsa-miR-552" 0.605413839673754
"hsa-miR-553" NA
"hsa-miR-554" 0.516951373465181
"hsa-miR-555" NA
"hsa-miR-557" 0.561500107058573
"hsa-miR-559" 0.273446889497797
"hsa-miR-562" NA
"hsa-miR-563" NA
"hsa-miR-564" NA
"hsa-miR-566" 0.679135203661573
"hsa-miR-567" NA
"hsa-miR-568" NA
"hsa-miR-569" 0.419109692923253
"hsa-miR-571" 0.0220846539492274
"hsa-miR-572" 0.908854706491658
"hsa-miR-575" 0.441383305943112
"hsa-miR-578" 0.983140059612238
"hsa-miR-581" 0.0783454560278807
"hsa-miR-583" 0.737038690466643
"hsa-miR-587" NA
"hsa-miR-588" 0.0663716001163373
"hsa-miR-591" 0.680041432578993
"hsa-miR-593" NA
"hsa-miR-593*" 0.419109692923253
"hsa-miR-595" NA
"hsa-miR-596" 0.858189399078075
"hsa-miR-600" 0.679135203661573
"hsa-miR-601" 0.182965244104293
"hsa-miR-602" 0.329291506513216
"hsa-miR-603" 0.240815657247001
"hsa-miR-604" NA
"hsa-miR-605" 0.213125916727574
"hsa-miR-606" 0.0229349028280865
"hsa-miR-607" 0.992625757291398
"hsa-miR-608" NA
"hsa-miR-609" 0.441383305943112
"hsa-miR-611" 0.484397358274539
"hsa-miR-612" 0.122551305622866
"hsa-miR-613" NA
"hsa-miR-614" NA
"hsa-miR-617" NA
"hsa-miR-619" 0.441383305943112
"hsa-miR-620" NA
"hsa-miR-621" NA
"hsa-miR-623" 0.251502373422136
"hsa-miR-626" NA
"hsa-miR-630" NA
"hsa-miR-631" 0.441383305943112
"hsa-miR-632" NA
"hsa-miR-633" NA
"hsa-miR-634" NA
"hsa-miR-635" NA
"hsa-miR-637" NA
"hsa-miR-638" 0.419109692923253
"hsa-miR-639" 0.727057772209502
"hsa-miR-640" NA
"hsa-miR-644" NA
"hsa-miR-645" NA
"hsa-miR-646" 0.203793002135715
"hsa-miR-647" NA
"hsa-miR-648" 0.419109692923253
"hsa-miR-649" NA
"hsa-miR-650" 0.484397358274539
"hsa-miR-657" 0.393696455141228
"hsa-miR-658" 0.983397711142166
"hsa-miR-659" 0.17882030090634
"hsa-miR-661" 0.788479753651082
"hsa-miR-662" 0.32723888405251
"hsa-miR-670" NA
"hsa-miR-675*" 0.0724111429076464
"hsa-miR-676*" 0.581678805121016
"hsa-miR-7-2*" 0.794047160319924
"hsa-miR-711" 0.628062229939156
"hsa-miR-759" 0.63041981643494
"hsa-miR-761" NA
"hsa-miR-762" 0.429282827936005
"hsa-miR-764" NA
"hsa-miR-765" 0.547755500340618
"hsa-miR-802" 0.182965244104293
"hsa-miR-876-3p" 0.763073716647635
"hsa-miR-876-5p" 0.428801433710809
"hsa-miR-885-3p" 0.561500107058573
"hsa-miR-885-5p" 0.665708704047463
"hsa-miR-888*" 0.441383305943112
"hsa-miR-890" 0.879587583976719
"hsa-miR-891b" 0.573460612054365
"hsa-miR-892b" 0.367316490568195
"hsa-miR-920" NA
"hsa-miR-921" 0.628062229939156
"hsa-miR-922" NA
"hsa-miR-924" 0.679135203661573
"hsa-miR-92a-2*" 0.723852780783761
"hsa-miR-936" NA
"hsa-miR-938" 0.419109692923253
